기관명,공고명,공고시작일,공고마감일,접수시작일,접수마감일,접수방법,접수대행,일반전형,채용인원,채용방법,전형방법,임용시기,임용조건,담당부서,연락처
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",행정직_장애인,3,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 장애인복지법 시행령」제2조의 규정에 의한 장애인으로서 응시원서 접수마감일 현재까지 장애인으로 유효하게 등록되어 있는 자, 「국가유공자 등 예우 및 지원에 관한 법률 시행령」제14조 제3항의 규정에 의한 상이등급 기준에 해당하는 자로 응시원서 접수마감일 현재까지 유효하게 등록·결정되어 있는 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",전산직,2,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(전자계산기, 정보처리, 전자계산기조직응용, 정보보안), 기술사(컴퓨터시스템응용, 정보관리) 중 1개 이상 보유자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",토목직,4,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설재료시험, 측량 및 지형공간정보, 콘크리트, 토목, 도시계획, 교통, 건설안전, 산업안전), 기술사(토목품질시험, 측량 및 지형공간정보, 토질 및 기초, 토목구조, 도로 및 공항, 토목시공, 항만 및 해안, 상하수도, 수자원개발, 도시계획, 교통, 건설안전) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",조경직,1,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(조경, 자연생태복원), 기술사(조경, 자연환경관리) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",건축직,5,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건축, 실내건축, 건설안전, 산업안전), 기술사(건축시공, 건축품질시험, 건축구조, 건설안전), 건축사 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",기계직,1,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건축, 실내건축, 건설안전, 산업안전), 기사(건설기계설비, 일반기계, 공조냉동기계, 건축설비), 기술사(건축기계설비, 공조냉동기계, 건설기계) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",전기직,2,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건축, 실내건축, 건설안전, 산업안전), 기사(전기, 전기공사), 기술사(건축전기설비, 발송배전, 전기응용) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",통신직,1,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험, 5차 면접시험",2023. 8. 1.(화),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건축, 실내건축, 건설안전, 산업안전), 기사(정보통신, 무선설비, 방송통신, 전파전자통신), 기술사(정보통신) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",공무직_시설운영원,2,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험",2023.06.26.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 시설운영 분야 기능사 이상 자격증을 보유한 자로서 해당분야 1년 이상의 경력이 있는 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",공무직_경비원,1,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험",2023.06.26.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 신체 건강한 자로서 해당분야 종사 가능한 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 신입사원 모집공고,2023-04-04,2023-04-24,2023-04-18,2023-04-24,인터넷 접수,"부산 통합 홈페이지(http://busan.saramin.co.kr) 접속 후, 부산도시공사 채용 홈페이지 이동 통한 개별 접수",아르피나 운영직 8급_통합프런트(기능인재),2,NCS기반 직무능력중심 채용,"1차 필기시험, 2차 인성검사, 3차 서류심사, 4차 면접시험",데이터 없음,"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 해당분야(통합프런트) 관련 학과가 설치된 고등학교의 장이 ‘추천심사위원회’를 통해 추천된 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 기간제직원 모집공고(청년인턴),2023-06-23,2023-07-05,2023-06-23,2023-07-05,인터넷 접수, https://www.bmc.busan.kr/(공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(임대업무),6,"서류,면접전형 중심 채용","1차 서류심사, 2차 면접시험",2023.08.14.(월)," 만18세 이상 만34세 이하, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 기간제직원 모집공고(청년인턴),2023-06-23,2023-07-05,2023-06-23,2023-07-05,인터넷 접수, https://www.bmc.busan.kr/(공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(계약수납업무),3,"서류,면접전형 중심 채용","1차 서류심사, 2차 면접시험",2023.08.14.(월)," 만18세 이상 만34세 이하, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 기간제직원 모집공고(청년인턴),2023-06-23,2023-07-05,2023-06-23,2023-07-05,인터넷 접수, https://www.bmc.busan.kr/(공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(보상업무),1,"서류,면접전형 중심 채용","1차 서류심사, 2차 면접시험",2023.08.14.(월)," 만18세 이상 만34세 이하, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 기간제직원 모집공고(청년인턴),2023-06-23,2023-07-05,2023-06-23,2023-07-05,인터넷 접수, https://www.bmc.busan.kr/(공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(장애인_임대업무),2,"서류,면접전형 중심 채용","1차 서류심사, 2차 면접시험",2023.08.14.(월)," 만18세 이상 만34세 이하, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,  「장애인복지법 시행령」제2조의 규정에 의한 장애인, 「국가유공자 등 예우 및 지원에 관한 법률 시행령」제14조 제3항의 규정에 의한 상이등급 기준에 해당하는 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 기간제직원 모집 재공고(청년인턴),2023-07-11,2023-07-18,2023-07-11,2023-07-18,인터넷 접수, https://www.bmc.busan.kr/(공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(보상업무),1,"서류,면접전형 중심 채용","1차 서류심사, 2차 면접시험",2023.08.14.(월)," 만18세 이상 만34세 이하, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자",경영지원실,051-810-1243
부산도시공사,2023년 부산도시공사 기간제직원 모집 재공고(청년인턴),2023-07-11,2023-07-18,2023-07-11,2023-07-18,인터넷 접수, https://www.bmc.busan.kr/(공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(장애인_임대업무),2,"서류,면접전형 중심 채용","1차 서류심사, 2차 면접시험",2023.08.14.(월)," 만18세 이상 만34세 이하, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,  「장애인복지법 시행령」제2조의 규정에 의한 장애인, 「국가유공자 등 예우 및 지원에 관한 법률 시행령」제14조 제3항의 규정에 의한 상이등급 기준에 해당하는 자",경영지원실,051-810-1243
부산도시공사,2023년 하반기 부산도시공사 직원 모집공고,2023-08-29,2023-09-19,2023-09-12,2023-09-19,인터넷 접수,부산 통합채용 홈페이지(https://bmc.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,행정직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2023.12.11.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자",경영지원실,051-810-1243
부산도시공사,2023년 하반기 부산도시공사 직원 모집공고,2023-08-29,2023-09-19,2023-09-12,2023-09-19,인터넷 접수,부산 통합채용 홈페이지(https://bmc.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,행정직_기록물관리,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2023.12.11.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, ?공공기록물 관리에 관한 법률? 제41조에 따른 기록물관리 전문요원 자격을 갖춘 자",경영지원실,051-810-1243
부산도시공사,2023년 하반기 부산도시공사 직원 모집공고,2023-08-29,2023-09-19,2023-09-12,2023-09-19,인터넷 접수,부산 통합채용 홈페이지(https://bmc.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,공무직_운전원,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",2023.12.11.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 1종 보통 이상 운전면허를 취득하고 공공기관·법인·단체 등에서 운전직무 2년 이상 경력 보유자, 3년간 무사고 운전 경력 보유자, 운전면허 최초 취득 후 음주운전으로 운전면허 정지·취소를 받지 않은 자, 3년 이내 운전적성정밀검사 적합 판정자",경영지원실,051-810-1243
부산도시공사,2023년 하반기 부산도시공사 직원 모집공고,2023-08-29,2023-09-19,2023-09-12,2023-09-19,인터넷 접수,부산 통합채용 홈페이지(https://bmc.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,공무직_비서,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",2023.12.11.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 워드프로세서와 컴퓨터 활용능력 중 하나 이상의 자격을 소지한 자 또는 해당분야 근무경력 1년 이상인 자",경영지원실,051-810-1243
부산도시공사,2023년 하반기 부산도시공사 직원 모집공고,2023-08-29,2023-09-19,2023-09-12,2023-09-19,인터넷 접수,부산 통합채용 홈페이지(https://bmc.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,아르피나 운영직,2,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",2023.12.11.(월),"만18세이상(2005.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나, 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 해당학교의 장이 ‘추천심사위원회’를 통해 추천한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 기간제직원 모집공고,2024-03-05,2024-03-25,2024-03-05,2024-03-25,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(임대주택),6,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.04.23.(화),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 기간제직원 모집공고,2024-03-05,2024-03-25,2024-03-05,2024-03-25,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(상가),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.04.23.(화),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,행정직,5,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,행정직_장애인,2,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 「장애인복지법 시행령」제2조의 규정에 의한 장애인으로서 응시원서 접수마감일 현재까지 장애인으로 유효하게 등록되어 있는 자, 「국가유공자 등 예우 및 지원에 관한 법률 시행령」제14조 제3항의 규정에 의한 상이등급 기준에 해당하는 자로 응시원서 접수마감일 현재까지 유효하게 등록·결정되어 있는 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,토목직,3,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설재료시험, 측량 및 지형공간정보, 콘크리트, 토목, 도시계획, 교통, 건설안전, 산업안전), 기술사(토목품질시험, 측량 및 지형공간정보, 토질 및 기초, 토목구조, 도로 및 공항, 토목시공, 항만 및 해안, 상하수도, 수자원개발, 도시계획, 교통, 건설안전) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,건축직,4,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건축, 실내건축, 건설안전, 산업안전), 기술사(건축시공, 건축품질시험, 건축구조, 건설안전), 건축사 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,기계직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설기계설비, 일반기계, 공조냉동기계, 건축설비), 기술사(건축기계설비, 공조냉동기계, 건설기계) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,전기직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(건설기계설비, 일반기계, 공조냉동기계, 건축설비), 기사(전기, 전기공사), 기술사(건축전기설비, 발송배전, 전기응용) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,통신직,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형, 5차 면접전형",2024.08.01.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 어학능력 기준점수 이상 취득자, 기사(정보통신, 무선설비, 방송통신, 전파전자통신), 기술사(정보통신) 중 1개 이상 보유한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,공무직_미화원,1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",2024.06.27.(목),"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 신체 건강한 자로서 해당분야 종사 가능한 자",경영지원실,051-810-1243
부산도시공사,2024년 상반기 부산도시공사 직원 모집공고,2024-04-09,2024-04-29,2024-04-22,2024-04-29,인터넷 접수, 부산 통합채용 홈페이지(http://busan.saramin.co.kr) 접속 후 부산도시공사 채용홈페이지 이동 통한 개별 접수,아르피나 운영직(기능인재),1,NCS기반 직무능력중심 채용,"1차 필기전형, 2차 인성검사, 3차 서류전형, 4차 면접전형",데이터 없음,"만 18세 이상(2006.12.31 이전 출생자), 만 60세 미만, 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자이거나 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자, 해당학교의 장이 ‘추천심사위원회’를 통해 추천한 자",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 상반기 제2회 기간제직원 모집공고,2024-05-30,2024-06-19,2024-05-30,2024-06-19,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(상가),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.07.25.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
부산도시공사,2024년 부산도시공사 상반기 제2회 기간제직원 모집공고,2024-05-30,2024-06-19,2024-05-30,2024-06-19,인터넷 접수, https://www.bmc.busan.kr/(부산도시공사홈페이지>공사소개>채용정보>채용응시원서 접수),청년인턴(영구임대),1,"서류,면접전형 중심 채용","1차 서류전형, 2차 면접전형",2024.07.25.(목),"만18세 이상 만34세 이하(1989. 1. 1.~ 2006.12.31.), 공고일 전일 현재 주민등록 상 현주소가 부산광역시로 등재된 자 또는 공고일 전일 현재까지 부산광역시의 주민등록 상 주소지를 두고 있었던 기간을 모두 합산하여 총 3년 이상인 자,",경영지원실,051-810-1243
